admin_id,lan_name,east_west,mean_livespace_district,mean_vacancy_district,total_population,income_weighted_sum,mean_income_district,mean_green_area_district
09181,Bayern,West,67.83312455630312,3.5787442523209374,119086,3404461000,28588.255546411838,128846.875
09182,Bayern,West,67.35609363572352,4.249082173545882,96154,3252935000,33830.469871248206,0
09183,Bayern,West,69.21703224405626,3.493899000870125,119652,2757213000,23043.601444188145,0
09184,Bayern,West,60.51971024631666,2.3350648854642335,348611,13305612000,38167.50475458319,351120
09185,Bayern,West,68.80334964507777,4.291163486788889,97166,2407519000,24777.380976884917,38383.33333333333
09186,Bayern,West,68.91690515504737,4.3007995031278945,127528,3577099000,28049.518537105578,59836.84210526316
09187,Bayern,West,64.58203377492917,3.5257245759022293,254051,6876124000,27065.91983499376,31558.33333333333
09188,Bayern,West,65.13533427402857,4.089908570992143,138325,5521819000,39919.168624615944,444500
09189,Bayern,West,68.53110508674445,4.38486080678,170443,4248284000,24924.954383576915,55.555555555555564
09190,Bayern,West,66.77048242632058,3.7807845080447944,136598,3526362000,25815.619555191144,0
09261,Bayern,West,67.046440678,4.6932,67880,0,0,1233400
09262,Bayern,West,61.3053125,4.90672413793,51907,0,0,707400
09263,Bayern,West,66.8236956522,4.99431818182,46167,0,0,NA
09271,Bayern,West,69.94933446150769,4.49636958982077,119231,2826603000,23706.94701881222,0
09272,Bayern,West,64.06628413948889,6.038561875116111,77917,1535612000,19708.304991208595,0
09273,Bayern,West,66.29261599556666,3.664333566595,123830,2963699000,23933.610595170798,80759.25925925928
09274,Bayern,West,70.38260490430285,2.8257748026622287,159168,4001755000,25141.705619219945,31788.571428571435
09275,Bayern,West,69.85480411713421,4.4836581030747364,191740,3962674000,20666.91352873683,50031.57894736841
09276,Bayern,West,64.67988876049583,6.840449439295833,77243,1562206000,20224.56403816527,NA
09277,Bayern,West,72.90805632408065,3.607153953766645,118818,2697345000,22701.484623541888,0
09278,Bayern,West,69.62175414612162,4.994375594474595,102067,2333247000,22859.95473561484,0
09279,Bayern,West,70.97149017979334,2.8198033284065334,98561,2332367000,23664.197806434593,0
09361,Bayern,West,60.5535555556,3.28928571429,41876,0,0,NA
09362,Bayern,West,56.7995652174,3.08112903226,145901,0,0,2846200
09363,Bayern,West,61.2082608696,5.31317073171,42047,0,0,NA
09371,Bayern,West,64.57647921800357,4.892642496225714,103243,2242805000,21723.55510785235,0
09372,Bayern,West,66.12342914866667,6.6423417784346155,126660,2725978000,21522.011684825517,0
09373,Bayern,West,66.38870043483158,3.409263184723684,136136,3259669000,23944.210201563143,0
09374,Bayern,West,67.27253651541025,5.701809735558718,95187,1985007000,20853.761543067856,0
09375,Bayern,West,68.17690740778838,4.180886184761117,190526,4891021000,25671.147244995434,51758.13953488373
09376,Bayern,West,64.49107489198235,5.073274123102941,147256,3217176000,21847.503667083176,0
09377,Bayern,West,63.49213561196923,6.161786516442308,72531,1471406000,20286.58091023149,0
09461,Bayern,West,56.8024324324,5.0972972973,72764,0,0,1893900
09462,Bayern,West,57.204137931,4.7087037037,72289,0,0,1779700
09463,Bayern,West,60.85075,4.21611111111,40296,0,0,NA
09464,Bayern,West,60.4429166667,6.04604651163,45598,0,0,NA
09471,Bayern,West,56.01760214035333,3.7911383963248886,146853,3374513000,22978.849597897217,34206.66666666666
09472,Bayern,West,65.09107079810465,5.64660774187814,102845,2270109000,22073.11001993291,20453.488372093034
09473,Bayern,West,56.04139364453,4.173064480322,84106,1814853000,21578.163270159086,NA
09474,Bayern,West,66.2251956933069,4.69190229525,114933,2988262000,26000.03480288516,0
09475,Bayern,West,65.06134789481666,6.701603781248333,92878,1824140000,19640.17313034303,0
09476,Bayern,West,60.4516862225,5.0755024844675,65099,1287501000,19777.58490913839,0
09477,Bayern,West,67.52691325422273,6.53451602048,71505,1543849000,21590.783861268443,37436.36363636363
09478,Bayern,West,60.80533713179231,4.718072653790769,67373,1337282000,19848.930580499607,0
09479,Bayern,West,57.71142789152308,7.8866792641346155,70884,1471212000,20755.20568816658,0
09561,Bayern,West,61.7878378378,5.13532258065,39601,0,0,NA
09562,Bayern,West,55.630625,4.18968253968,112220,0,0,1682200
09563,Bayern,West,57.5578333333,3.31839285714,130126,0,0,1571000
09564,Bayern,West,55.4335502959,3.33465838509,522554,0,0,9545300
09565,Bayern,West,62.6497222222,3.55033333333,40865,0,0,497400
09571,Bayern,West,66.42456957518135,4.596593851590339,185708,4154778000,22372.638766235166,850
09572,Bayern,West,60.68139881602647,3.82234729721,137484,4063749000,29557.97765558174,45761.76470588234
09573,Bayern,West,63.46200742277857,3.88186912906,117191,3025788000,25819.28646397761,72400
09574,Bayern,West,64.44645053618719,4.157240947243846,168700,4336002000,25702.442205097806,66420.5128205128
09575,Bayern,West,68.3160080316282,5.149082980866667,100023,2226594000,22260.82001139738,0
